Id,Name,Country,ISO3
a2zWP0000000CMXYA2,Sar Kani,Afghanistan,AFG
a2zWP0000000CMYYA2,Sar-e Pul,Afghanistan,AFG
a2zWP0000000CMZYA2,Sar-e Tayghan,Afghanistan,AFG
a2zWP0000000CMaYAM,Sarfiraz Kala,Afghanistan,AFG
a2zWP0000000CMbYAM,Injil,Afghanistan,AFG
a2zWP0000000CMcYAM,Sarobi,Afghanistan,AFG
a2zWP0000000CMdYAM,Sayagaz,Afghanistan,AFG
a2zWP0000000CMeYAM,Sayad,Afghanistan,AFG
a2zWP0000000CMfYAM,Shaykh Amir Kelay,Afghanistan,AFG
a2zWP0000000CMgYAM,Shahrak,Afghanistan,AFG
a2zWP0000000CMhYAM,Shahran,Afghanistan,AFG
a2zWP0000000CMiYAM,Shahr-e Safa,Afghanistan,AFG
a2zWP0000000CMjYAM,Sharan,Afghanistan,AFG
a2zWP0000000CMkYAM,Sherwani-ye Bala,Afghanistan,AFG
a2zWP0000000CMlYAM,Shewah,Afghanistan,AFG
a2zWP0000000CMmYAM,Shibirghan,Afghanistan,AFG
a2zWP0000000CMnYAM,Shindand,Afghanistan,AFG
a2zWP0000000CMoYAM,Shwak,Afghanistan,AFG
a2zWP0000000CMpYAM,Sidqabad,Afghanistan,AFG
a2zWP0000000CMqYAM,Siyahgird,Afghanistan,AFG
a2zWP0000000CMrYAM,Sozmah Qal'ah,Afghanistan,AFG
a2zWP0000000CMsYAM,Spin Boldak,Afghanistan,AFG
a2zWP0000000CMtYAM,Sultanpur-e 'Ulya,Afghanistan,AFG
a2zWP0000000CMuYAM,Surkh Bilandi,Afghanistan,AFG
a2zWP0000000CMvYAM,Taloqan,Afghanistan,AFG
a2zWP0000000CMwYAM,Taqchah Khanah,Afghanistan,AFG
a2zWP0000000CMxYAM,Tarinkot,Afghanistan,AFG
a2zWP0000000CMyYAM,Taywarah,Afghanistan,AFG
a2zWP0000000CMzYAM,Titan,Afghanistan,AFG
a2zWP0000000CN0YAM,Tormay,Afghanistan,AFG
a2zWP0000000CN1YAM,Tsamkani,Afghanistan,AFG
a2zWP0000000CN2YAM,Tsaperai,Afghanistan,AFG
a2zWP0000000CN3YAM,Tsowkey,Afghanistan,AFG
a2zWP0000000CN4YAM,Tukzar,Afghanistan,AFG
a2zWP0000000CN5YAM,Tulak,Afghanistan,AFG
a2zWP0000000CN6YAM,Unabah,Afghanistan,AFG
a2zWP0000000CN7YAM,Urgun,Afghanistan,AFG
a2zWP0000000CN8YAM,Washer,Afghanistan,AFG
a2zWP0000000CN9YAM,Wuleswali Bihsud,Afghanistan,AFG
a2zWP0000000CNAYA2,Wuleswali Sayyid Karam,Afghanistan,AFG
a2zWP0000000CNBYA2,Wuluswali 'Alingar,Afghanistan,AFG
a2zWP0000000CNCYA2,Wutahpur,Afghanistan,AFG
a2zWP0000000CNDYA2,Yahya Khel,Afghanistan,AFG
a2zWP0000000CNEYA2,Zamto Kelay,Afghanistan,AFG
a2zWP0000000CNFYA2,Zaranj,Afghanistan,AFG
a2zWP0000000CNGYA2,Zargaran,Afghanistan,AFG
a2zWP0000000CNHYA2,Zaybak,Afghanistan,AFG
a2zWP0000000CNIYA2,Ziarat-e Shah Maqsud,Afghanistan,AFG
a2zWP0000000CNJYA2,Zindah Jan,Afghanistan,AFG
a2zWP0000000CNKYA2,Ziraki,Afghanistan,AFG
a2zWP0000000CNLYA2,Ziruk `Alaqahdari,Afghanistan,AFG
a2zWP0000000CNMYA2,Zor Kot,Afghanistan,AFG
a2zWP0000000CNNYA2,Dandar,Afghanistan,AFG
a2zWP0000000CNOYA2,Zurmat,Afghanistan,AFG
a2zWP0000000CNPYA2,Aachen,Germany,DEU
a2zWP0000000CNQYA2,Aalen,Germany,DEU
a2zWP0000000CNRYA2,Ahlen,Germany,DEU
a2zWP0000000CNSYA2,Arnsberg,Germany,DEU
a2zWP0000000CNTYA2,Aschaffenburg,Germany,DEU
a2zWP0000000CNUYA2,Augsburg,Germany,DEU
a2zWP0000000CNVYA2,Bad Homburg,Germany,DEU
a2zWP0000000CNWYA2,Bad Kreuznach,Germany,DEU
a2zWP0000000CNXYA2,Bad Salzuflen,Germany,DEU
a2zWP0000000CNYYA2,Baden-Baden,Germany,DEU
a2zWP0000000CNZYA2,Bamberg,Germany,DEU
a2zWP0000000CNaYAM,Bayreuth,Germany,DEU
a2zWP0000000CNbYAM,Bergheim,Germany,DEU
a2zWP0000000CNcYAM,Bergisch Gladbach,Germany,DEU
a2zWP0000000CNdYAM,Berlin,Germany,DEU
a2zWP0000000CNeYAM,Bielefeld,Germany,DEU
a2zWP0000000CNfYAM,Böblingen,Germany,DEU
a2zWP0000000CNgYAM,Bocholt,Germany,DEU
a2zWP0000000CNhYAM,Bochum,Germany,DEU
a2zWP0000000CNiYAM,Bonn,Germany,DEU
a2zWP0000000CNjYAM,Bottrop,Germany,DEU
a2zWP0000000CNkYAM,Brandenburg,Germany,DEU
a2zWP0000000CNlYAM,Bremen,Germany,DEU
a2zWP0000000CNmYAM,Bremerhaven,Germany,DEU
a2zWP0000000CNnYAM,Brunswick,Germany,DEU
a2zWP0000000CNoYAM,Castrop-Rauxel,Germany,DEU
a2zWP0000000CNpYAM,Celle,Germany,DEU
a2zWP0000000CNqYAM,Chemnitz,Germany,DEU
a2zWP0000000CNrYAM,Cologne,Germany,DEU
a2zWP0000000CNsYAM,Cottbus ,Germany,DEU
a2zWP0000000CNtYAM,Darmstadt,Germany,DEU
a2zWP0000000CNuYAM,Delmenhorst,Germany,DEU
a2zWP0000000CNvYAM,Dessau-Roßlau,Germany,DEU
a2zWP0000000CNwYAM,Detmold,Germany,DEU
a2zWP0000000CNxYAM,Dinslaken,Germany,DEU
a2zWP0000000CNyYAM,Dormagen,Germany,DEU
a2zWP0000000CNzYAM,Dorsten,Germany,DEU
a2zWP0000000CO0YAM,Dortmund,Germany,DEU
a2zWP0000000CO1YAM,Dresden,Germany,DEU
a2zWP0000000CO2YAM,Duisburg,Germany,DEU
a2zWP0000000CO3YAM,Düren,Germany,DEU
a2zWP0000000CO4YAM,Dusseldorf,Germany,DEU
a2zWP0000000CO5YAM,Elmshorn,Germany,DEU
a2zWP0000000CO6YAM,Erfurt,Germany,DEU
a2zWP0000000CO7YAM,Erlangen,Germany,DEU
a2zWP0000000CO8YAM,Eschweiler,Germany,DEU
a2zWP0000000CO9YAM,Essen,Germany,DEU
a2zWP0000000COAYA2,Esslingen,Germany,DEU
a2zWP0000000COBYA2,Euskirchen,Germany,DEU
a2zWP0000000COCYA2,Flensburg,Germany,DEU
a2zWP0000000CODYA2,Frankfurt,Germany,DEU
a2zWP0000000COEYA2,Frankfurt (Oder),Germany,DEU
a2zWP0000000COFYA2,Frechen,Germany,DEU
a2zWP0000000COGYA2,Freiburg im Breisgau,Germany,DEU
a2zWP0000000COHYA2,Friedrichshafen,Germany,DEU
a2zWP0000000COIYA2,Fulda,Germany,DEU
a2zWP0000000COJYA2,Fürth,Germany,DEU
a2zWP0000000COKYA2,Garbsen,Germany,DEU
a2zWP0000000COLYA2,Gelsenkirchen,Germany,DEU
a2zWP0000000COMYA2,Gera,Germany,DEU
a2zWP0000000CONYA2,Gießen,Germany,DEU
a2zWP0000000COOYA2,Gladbeck,Germany,DEU
a2zWP0000000COPYA2,Göppingen,Germany,DEU
a2zWP0000000COQYA2,Görlitz,Germany,DEU
a2zWP0000000CORYA2,Goslar,Germany,DEU
a2zWP0000000COSYA2,Göttingen,Germany,DEU
a2zWP0000000COTYA2,Greifswald,Germany,DEU
a2zWP0000000COUYA2,Grevenbroich,Germany,DEU
a2zWP0000000COVYA2,Gummersbach,Germany,DEU
a2zWP0000000COWYA2,Gütersloh,Germany,DEU
a2zWP0000000COXYA2,Hagen,Germany,DEU
a2zWP0000000COYYA2,Halle,Germany,DEU
a2zWP0000000COZYA2,Hamburg,Germany,DEU
a2zWP0000000COaYAM,Hameln,Germany,DEU
a2zWP0000000CObYAM,Hamm,Germany,DEU
a2zWP0000000COcYAM,Hanau,Germany,DEU
a2zWP0000000COdYAM,Hanover,Germany,DEU
a2zWP0000000COeYAM,Hattingen,Germany,DEU
a2zWP0000000COfYAM,Heidelberg,Germany,DEU
a2zWP0000000COgYAM,Heilbronn,Germany,DEU
a2zWP0000000COhYAM,Herford,Germany,DEU
a2zWP0000000COiYAM,Herne,Germany,DEU
a2zWP0000000COjYAM,Herten,Germany,DEU
a2zWP0000000COkYAM,Hilden,Germany,DEU
a2zWP0000000COlYAM,Hildesheim,Germany,DEU
a2zWP0000000COmYAM,Hürth,Germany,DEU
a2zWP0000000COnYAM,Ibbenbüren,Germany,DEU
a2zWP0000000COoYAM,Ingolstadt,Germany,DEU
a2zWP0000000COpYAM,Iserlohn,Germany,DEU
a2zWP0000000COqYAM,Jena,Germany,DEU
a2zWP0000000COrYAM,Kaiserslautern,Germany,DEU
a2zWP0000000COsYAM,Karlsruhe,Germany,DEU
a2zWP0000000COtYAM,Kassel,Germany,DEU
a2zWP0000000COuYAM,Kempten,Germany,DEU
a2zWP0000000COvYAM,Kerpen,Germany,DEU
a2zWP0000000COwYAM,Kiel,Germany,DEU
a2zWP0000000COxYAM,Kleve,Germany,DEU
a2zWP0000000COyYAM,Koblenz,Germany,DEU
a2zWP0000000COzYAM,Konstanz,Germany,DEU
a2zWP0000000CP0YAM,Krefeld,Germany,DEU
a2zWP0000000CP1YAM,Landshut,Germany,DEU
a2zWP0000000CP2YAM,Langenfeld,Germany,DEU
a2zWP0000000CP3YAM,Langenhagen,Germany,DEU
a2zWP0000000CP4YAM,Leipzig,Germany,DEU
a2zWP0000000CP5YAM,Leverkusen,Germany,DEU
a2zWP0000000CP6YAM,Lingen,Germany,DEU
a2zWP0000000CP7YAM,Lippstadt,Germany,DEU
a2zWP0000000CP8YAM,Lübeck,Germany,DEU
a2zWP0000000CP9YAM,Lüdenscheid,Germany,DEU
a2zWP0000000CPAYA2,Ludwigsburg,Germany,DEU
a2zWP0000000CPBYA2,Ludwigshafen,Germany,DEU
a2zWP0000000CPCYA2,Lüneburg,Germany,DEU
a2zWP0000000CPDYA2,Lünen,Germany,DEU
a2zWP0000000CPEYA2,Magdeburg,Germany,DEU
a2zWP0000000CPFYA2,Mainz,Germany,DEU
a2zWP0000000CPGYA2,Mannheim,Germany,DEU
a2zWP0000000CPHYA2,Marburg,Germany,DEU
a2zWP0000000CPIYA2,Marl,Germany,DEU
a2zWP0000000CPJYA2,Meerbusch,Germany,DEU
a2zWP0000000CPKYA2,Menden,Germany,DEU
a2zWP0000000CPLYA2,Minden,Germany,DEU
a2zWP0000000CPMYA2,Moers,Germany,DEU
a2zWP0000000CPNYA2,Mönchengladbach,Germany,DEU
a2zWP0000000CPOYA2,Mülheim,Germany,DEU
a2zWP0000000CPPYA2,Munich,Germany,DEU
a2zWP0000000CPQYA2,Münster,Germany,DEU
a2zWP0000000CPRYA2,Neubrandenburg,Germany,DEU
a2zWP0000000CPSYA2,Neumünster,Germany,DEU
a2zWP0000000CPTYA2,Neuss,Germany,DEU
a2zWP0000000CPUYA2,Neustadt,Germany,DEU
a2zWP0000000CPVYA2,Neu-Ulm,Germany,DEU
a2zWP0000000CPWYA2,Neuwied,Germany,DEU
a2zWP0000000CPXYA2,Norderstedt,Germany,DEU
a2zWP0000000CPYYA2,Nordhorn,Germany,DEU
a2zWP0000000CPZYA2,Nuremberg,Germany,DEU
a2zWP0000000CPaYAM,Oberhausen,Germany,DEU
a2zWP0000000CPbYAM,Offenbach,Germany,DEU
a2zWP0000000CPcYAM,Offenburg,Germany,DEU
a2zWP0000000CPdYAM,Oldenburg,Germany,DEU
a2zWP0000000CPeYAM,Osnabrück,Germany,DEU
a2zWP0000000CPfYAM,Paderborn,Germany,DEU
a2zWP0000000CPgYAM,Passau,Germany,DEU
a2zWP0000000CPhYAM,Peine,Germany,DEU
a2zWP0000000CPiYAM,Pforzheim,Germany,DEU
a2zWP0000000CPjYAM,Plauen,Germany,DEU
a2zWP0000000CPkYAM,Potsdam,Germany,DEU
a2zWP0000000CPlYAM,Pulheim,Germany,DEU
a2zWP0000000CPmYAM,Rastatt,Germany,DEU
a2zWP0000000CPnYAM,Ratingen,Germany,DEU
a2zWP0000000CPoYAM,Ravensburg,Germany,DEU
a2zWP0000000CPpYAM,Recklinghausen,Germany,DEU
a2zWP0000000CPqYAM,Regensburg,Germany,DEU
a2zWP0000000CPrYAM,Remscheid,Germany,DEU
a2zWP0000000CPsYAM,Reutlingen,Germany,DEU
a2zWP0000000CPtYAM,Rheine,Germany,DEU
a2zWP0000000CPuYAM,Rosenheim,Germany,DEU
a2zWP0000000CPvYAM,Rostock,Germany,DEU
